id;id_text;label;text
"Moreau2197_MAZph69";"Moreau2197_MAZ";"";" quanmt a noſtre couſi le due de longueuille, nou eſtious promi"
"Moreau2197_MAZph70";"Moreau2197_MAZ";"";" ue i grandromſe de cgraee que ous lui auions aetodees, ſoie en plaie, oie ionaeuas ou en biens, &amp, que nous aaons meſmes de beaucoup augmcnts de puie noradetmiere drelarations de paix, l’obligeroieut ſuiuant ſes prormeſle &amp, ſon deuor a procrer de toure a pſſaace, le repos de la prquince que ous lui auons coaee, &amp, blen de noſtre ſeruice dans leeſte de eaat: mais nou auons remarque qoe depuais ee tempn la, qu’il n’a ien ohmis d’eenaor diaire s deinnute, our aequerir duns ſon &amp,ouemement un credit redouable qi e ’et pa coneme d’y poſeder dueſes placer conſderables, don lt aeie araenue de nous en dermier liea par es amices quepauna veus: i a"
"Moreau2197_MAZph71";"Moreau2197_MAZ";"";" o reſque oue les aures, auſſi ben que les pnuepale charges de e prouinde, entre le mains de ſes dependans, qi ne e pas contente d ao oinr ia carge e coouereur en eher, eeſes de aily de ouen de vae pour avoir vn preree pparemuent egime derrouble la onetion de pu l jes orainan e, &amp, par cemoyen vſarper vue nouvele aathorite dans la iluſti oieaque dars les arme"
"Moreau2197_MAZph72";"Moreau2197_MAZ";"";" ee enfa qu l ne ’eſ pas conenre de fait u allier ouuerten en ſes emiſlares pour debaueher l’eſprit de nos fideles ſuies, &amp, atrt rer dans ia dep endance tous eux qui ont eſmone affeion e p"
"Moreau2197_MAZph73";"Moreau2197_MAZ";"";" flee, n’ayan pas fſa ſecrupole de les menacer d’vne eniere ruine ’las 1 fuisien , l"
"Moreau2197_MAZph74";"Moreau2197_MAZ";"";" l m en p deſpouler aueuglement outes ſes paſons: mals auſf qul e at dane les conſel &amp, prnipaux deſſens de noſt couſn les es ae conmde &amp, de conty, &amp, qu’l a preſque ouuours aſſte aux delbe tiou es dns leur famlie poui l’eſtablſement &amp, auymentaion de leur omn u-e go udeu, a d’vne poſſance, legimemen ſupeee a celle que d os n e dans nonr toyaunme e dauileurs que li ſins dioin de"
"Moreau2197_MAZph75";"Moreau2197_MAZ";"";" infoienmnent dans ſa naſon,que ſi l’annee deriere, ll ne put venit a out de haure tout ſeul, ous enſeble auoiene enfin fait le coup en ſuie dequ euoi l’anpeller ’orenauant due de normandie, ne luy reſtant pas a beaucv pre au de cheumin a re pou aler a la soonerainete qual e auois fai pot paruenir a l’excez depouuoir &amp, des fore qu’il auoit dans la prouine’vl’ nfre d qu’l commenoit aexrer diuers aedte de cere preendue souuta eepat il deſoelaes foraeieua nos rea, eſnoi le efus qu ufai i que eu de jouts au eont de l’ aehe de receuoir les compegnes de eu dameaeeeuax lepen de uoſire parde qua qu’il nty ouſt quepeu de ous que ndion ui en poileion adeladue plae quil yeul vuode pre, eaou pour ley faire loopr, noui aupaaee a ſ onaipt peuaut de fepeea de nous adaurer de la pei ſoaae de noſtreut coua ie ds u 1 1 1 p 4 8 1 12 de loagueville"
"Moreau2197_MAZph76";"Moreau2197_MAZ";"";" cepeidant, nvoulons bien vos ai’re ſea volr qu’eneore que tous ces perils dont noſtre royaume eſtoit m:aae lt i ,rai ls &amp, i preſlans que ca eſte preſque defaitir audeaor n rv, d’auoir dffere"
"Moreau2197_MAZph77";"Moreau2197_MAZ";"";" iugu’a preſent les remedes neceſſaires prr l’en garentir: nnoins l’amou que nous auons pour la iuſtice, &amp, l’apprenenſion qu’on ne nous imputaſt d’en vouloir arreſter le cours pour d’autres fins,nous a fait tenir toutes choſe en ſuſpens, meſmes auec beauconp de haard, pout vots don er le temps d’acheuer le proces que vous auiez conmence par noſtre ordre &amp, a la requeſte de noſtre procureur general contre tous ceux qui ſe rou rnt coupables de la ſedition qui fut exetee l’onieſme deenbre derni er, ou de ’eutrpriſe faite eontre la perſonne duit prince, que nous voulons eſtre eoaainne pat yous ſas nterripnon ſelon la rgueur de nos oqrdoonnancemai ayant ſe d’vn coſte que ledie ptince auoit fais pprocher de luy plaſieurs hommes de ſa dependance, es ofieiers de ſes troupes &amp, qe de ſes plus confidenus s’eſt oien iaſiez entendre qu’ meditoit queque rand deſſem, qui ne pouuoie eſtre qu’au preudie de noſte autnotue &amp, du repos de aos uies, puis qu’il ne nous en doanoir aucune connoiſſance: ayans mesme ſleurs receu des auis certains qu’iſ ſe preparoir a le retirer dans ſon gouue nemene en diligenee &amp, ſans notre coge, au oqu’ il veoi que les choſes a2 ne paſſeroient pas enieremen ſelon ſoi deſit paray vous, aen d’y faire lor e auee plus dee ſeurte les resolutions formees de longue main dans ſon esprit:et qe de concer aaee uy ledta riuces de conn &amp,e due de longuevile d oiens ausſi rendre en mesme temps dans leurs couuernemens, il n’a plus eſtee en nore pouuor d’oer de cemine, &amp, pour le repu de aoſtre etat de paſſer pat defus tour autre conideration &amp,e denoqus aſeurer de leuts petſonmes ſans plus de delay"
"Moreau2197_MAZph78";"Moreau2197_MAZ";"";" e d’aurant que leurs pariſan&amp,r our qui vont ſan ceſle cber anue les oeeaſions de brouiſler, pourroient eſſayer de donner quelque mauvai e inrerpreaiou vne reſolntion ſi iute &amp, ſi neeſſaire pour le repos &amp, ſalut de ſre etat, que noſtre deuoir nous oblige de peeferer a oure auure ehoſe: nou deedlarons u auoit auouue arerion de en flre ore aotedpeelaranuo a vinge deuxieſme oeobre e ai conre cele du ni de aas ss utres que nos avo aie publiet devuis pur a peeifeanion des rouble ſſe, ans de noſ e boe vile de &amp,e de le ’omoudlie qvue de proueee decuyenme leſqueileamoua voulons e nedonas deuoir demeuer eu leur or et, en ous les cheſs qu’eles conpenne, l eſt noſre plui a, aue a para le s lanuier iyo signe lovys: &amp,e plus baa par le roy z a reine regente ſa mere preſente"
"Moreau2197_MAZph79";"Moreau2197_MAZ";"";" t2 e euiaine ooſre am’&amp, fat tbmphmaſe &amp,naod, ’v nat mdi, r liunduerapls, de ſfair impraar es ſan npini d utte vuls &amp, fas paba fai"
"Moreau2197_MAZph80";"Moreau2197_MAZ";"";"l laiemt par aom ennaee deere pandemt de ais ſor d ſaia dla d , d a caſii les peinees d coud&amp, de cey, &amp, du de augme-ia, n aoo , uuer 6,o &amp, defmees ſos faias a ons ame res nas mpninars &amp, peſa , d quelquae quadluae e&amp, eodieion quiſs ſeiant de l’nmuer"
"Moreau2197_MAZph81";"Moreau2197_MAZ";"";" adrerer ou eoueſat pne d fp aue lioes d’amenmda, g aaene peias portes par na lettres patotes &amp, ds nſr conſa"
"Moreau2197_MAZph82";"Moreau2197_MAZ";"";" fait a paris, leao deſues i &amp, n, sigm 2o s plas has d gvs n 1 "
"Moreau2194_GBOOKSph0";"Moreau2194_GBOOKS";"Lettre du roi Henry IV en bronze du Pontneuf à son fils Louis XIII de la place Royale.";"null"
"Moreau2194_GBOOKSph1";"Moreau2194_GBOOKS";"";" 3 slſſl dholſeſp ſtpis eaau rppep ppgſprpiriiſieiqpiiſrie lettre dv ro1 ent v"
"Moreau2194_GBOOKSph2";"Moreau2194_GBOOKS";"";" n bone, du pont neuf, ſon fils lovisiii"
"Moreau2194_GBOOKSph3";"Moreau2194_GBOOKS";"";" r r7 ll rre ’o n e i , ey peu encore ſatifaire ma curiofite depuis luni e n renrque un e e nenonre n ponr e oit e rnilil dun ene e en on ne uend oseon u i ippnneue or o e eun feu ’oon neourpen le e e en en unenr e nonioe conmme pour repourer peneru ſeinen lnonr iui ernu ſlen aſidepue nireren enrens le ooananen e dle unl ous de e e o neu none noninelre ue dun penene ne n ene enee vle le adineneui ſlin puenu leſ ne e e ene n uſi qui ſi ſouent mimporonent ue leur"
"Moreau2194_GBOOKSph4";"Moreau2194_GBOOKS";"";" onemroues onte meſeomblepluſru ſoi ſleu lnun nn ſeine ſunne lene o nun noeuner lneiu nun eapniune ilune enuoeneonunr caenut des arme erlnnpoiſee i ſe er esre ens uſquei nes ore lilea les iour omnnenmen de en eon pens detnouu lles, &amp,veniualoilement quoy queroue huuaeoi e leae eornunrenene n ſenſei eie a l deur qui me paroiſſoit dans les yeux des vns,&amp,la con ſternation ſur le viſage des autres, m’ont fait naiſtre l’enuie d’apptendre les cauſes de rous ces mouuemens: mais de tous coſtea ie n’ayentendu que les triſtes ef fets de lalicence usoldat inſolent, lors que la fureur du general leurpermet derauager la campagne"
"Moreau2194_GBOOKSph5";"Moreau2194_GBOOKS";"";" les pauures paiſans ſe lamentient pour leurs maiſons bruſlees, pillees, &amp, tous leurs biens enleuez par ces loups rauiſſans, &amp, deploroient la pitoyable fortune de leurs enfans, reſtez de la proye de ces mpitoyables, a qui les meurtres &amp, les violemens ſeruent de ieux les plus ordinaires"
"Moreau2194_GBOOKSph6";"Moreau2194_GBOOKS";"";" vn nombre infmy d’autres miſeres mie fient veritabloment compaſſion, &amp, ie fus ſur tout puifſaramont touche aa la veue de pluſreurs innocen tes rehigieuſes, que ſans dpite la peur d’eſprouuer la hbarbario de limpie ernemyl opligpiea quite- leur retraite, &amp, a ſe-meſlar parny le reltedu monde, apresl que leur vœu les en auait ſeparees ſoutes ces cloles, mon fils, m’ont d’abord fait craindr, qpe par ne fu"
"Moreau2194_GBOOKSph7";"Moreau2194_GBOOKS";"";" neſbaduature l’enemy pſt emppecs adun ege ttes-grands a larvin de la feransesc que po uois- ieſopconneraure choſe, vayn faire leueede tant de mjlice, &amp,la proclamafiondenpuueaux chefs,, ſi cen’aſtqua nssoldanqscepijeaiaes,cydeu gnaldz par tandelelles-actiqps, epar tat- dvi- ctoires funeſtes a l’eſpgne, auoien ſuccobe, non ſous lda vertu, ccarll ne pout eſtre, mais par les caballes &amp, les trahiſons deseſtrangers"
"Moreau2194_GBOOKSph8";"Moreau2194_GBOOKS";"";" uy, non fils, i’auois occaſion de -croire la deffaite,-de ces fleuriſſantes ar mees, &amp, la mort ou la priſe de nos guerriers, quand l,,,, 5 paroiſit a mes yeuxs ta dehpoſſemene pour amaſſer de nouuelles trouppes"
"Moreau2194_GBOOKSph9";"Moreau2194_GBOOKS";"";" ais qu’eſtdeuenu ce p’ince de conde,braue par lufmeiſe deſiiue de roeroy de ens ant dau e’queſtce comte d harcour dont les genereuſes nmoonteſdatrefi haurement i la honte des eſpa nlau lles, a cal, a thuin &amp, preſque par out nl pone ſoneſpees oi ſont ant daures oai dſois les orienray ianmais pa conſeununur eto uel’ememy euſt vuincu ſi entieremene, qu’il ne ous en fuſt reſte aucun pourquoy done n’en pa ti pont nont ile plu le mtſnme ele les meſ ’puonspour la deſenſe de noſtre querellepour"
"Moreau2194_GBOOKSph10";"Moreau2194_GBOOKS";"";" uui eſe arriue que l’ſnger euſt gaigne leu nnaoon le ne voudoinpa les ſouponnerdne ai ſi iniſune, pre e puiu our eue pou t ouronnes ceſt  vous done, mon fils, que ie lande leſeluiraſenent do nues e enle r e noy dela peine ou me met ce que i’entends dira, st’anas et boeque &amp,aſiegſi, que l’un veu laſa ulneduire n l’eſtat ou i ’e veu paur na va uque laiuſiee demaeaſe ſte oaalſi loue unnennnmes que nmes s lien eon iu eu leu udut ſauue dunus la uinue du puryoni ls eſloien buraſe, pat les arifees de eul qui nauouea i moy &amp, pour la couronne, que de tres- permi euſes intenions"
"Moreau2194_GBOOKSph11";"Moreau2194_GBOOKS";"";" i’aduoue encote maintenane, que fuſt par une toue pareulioe aſiltnce de dieu len vins a bou, &amp,e ſuis tres- certain quvn p lleeatrepriſe ue ſcauroit plus reuſir qu’a la confu llſ lſilſe 3 llſlne lel lſſlle ldt u iperſ ſdi hlſſili r1 t ful ldi il t aſfdin e i it 11 ei ll ali l li pue li ll ll a i "
"Moreau2194_GBOOKSph12";"Moreau2194_GBOOKS";"";" ua l i ſion de ceur qui la voudroient exeeuter, &amp, que l’eſ pagne auec toutes ſea paiſſances, ſe rouuerois rep fbole pour former raiſonnablement vn deſſein de ette importance, outre que ie ſcay par combien de pertes, moy, &amp, puis vous, l’auons affoblie, &amp,x que tant de triomphes remportez ſur ele, ont mis la france en eſtat de la faire trembler, bien loin d’en craindre quelque choſe: ces raiſons ont dſippe mes premi res apprehenſions, mais d’autres conſiderations mt panmeinent de nouuelles craintes, &amp, poſſible que cet auet rop de iuſtiee que ce ſoucy ſe tecueile res fo rement en moy"
"Moreau2194_GBOOKSph13";"Moreau2194_GBOOKS";"";" ce n’eſt pas d’aujourd’huy que i’ay preueu dinfauilibles deſondres, par le trop de poiſan ce qui depuis moy a eſte miſe entre les mains des mi niſtres d eſtat, leſquels en abuſent le plus ſouuent: et certes s’il y a quelque choſe a ſouhaicter dans voſte regne il faut que ie vous die, mon fils, que voſtre bonte auoit trop eſleue le cardinal de richelieu, &amp, luy auoit ſouffert prandre trop de credit, il s’en eſt preualu ſans doute beaucoup, &amp, quoy que l’on aye remarquee ſa paſſion pour l’intereſt de l’honneur de la prance, l’on ne ſcauroit neantmoins douter, que pour vouloir trop agrandir le corps de cet eſtat, il ne l’aye bien amaigry, &amp, il eſt trop vray qu’il a min des fon demens pour le rehauſſer"
"Moreau2194_GBOOKSph14";"Moreau2194_GBOOKS";"";" toutesfois ſa naiſſance ne ſtoit pas odieuſe, &amp, l’iſſue de ſes entrepriſes ſert a ſa iu ſtification, &amp, les grandes choſes que ſon genie, veri tablement extraordinaire, a ſceu conduire pour nos aduantages, &amp, dedans &amp, dehors le royaume, doiuent en quelque facon rendre phus ſupportable la diſſipa  ion de beaucoup de finances arriuee de ſon temps, nonpourtant pas faitre hors de france, &amp, que ſi elle en pauuy vne partie, c’a eſte en meſme remps pour nichit l’autre"
"Moreau2194_GBOOKSph15";"Moreau2194_GBOOKS";"";" les bruits qui ont couru du nauuis gouuermement qu’a prattique le cardinal mazarin dpunquelquesannees, me fauit parer de lafacon &amp, ooiue que iay de res grand doutes ſur liy, ap pn moy ſi mes ſoupcons s’accordent auec la ve"
"Moreau2194_GBOOKSph16";"Moreau2194_GBOOKS";"";" ntſieſuin bon prophee lor qu’il paſe chea m6, prlauheur des diſgjtace preſenmes le ſais e iuge"
"Moreau2194_GBOOKSph17";"Moreau2194_GBOOKS";"";" entconſequemment a celuy que i’ay conceude ſo aniſtut dontles perndes deſeinsont pour our ’e tmemiſere dua peuple, laruine de la noblele a oment dea llugſirun la honre e nmnie ds lunes quile ſouftent ieilien ſboret de ſtſppmaoi lſinſhedeaten rrnnes iele croi pour noye ueſtat pour loylnpuer omule ual leunsq peuuent trauerſer pedant qu’ilfera ſejour dain mas, &amp, ie ſouaiteron quli fſit pour lamas u de paueils monſres"
"Moreau2194_GBOOKSph18";"Moreau2194_GBOOKS";"";" i me faſehe de e que ie pa onmilun oula re laina de eueneanrns ne pue iſnni mor que pae l oue ne e eniureds hie d que len di in irunr un a nueie an aie deneurelons empen pene deunt que ſea irl venite deee quiſe paſſesuſquesiy on ne m eu rechercher auec empreſſement des nouuelles, aſi eun ay ie umain oe du d ſ euetaordinuire lonelea danle plus oeu quumier de purs oie ſa ſe que ent de peſonnes de con iuion qui ſont os voiſins, n’y en debitent que de tres-aſſeureess ie b ij e lit l iaie lli ee "
"Moreau2194_GBOOKSph19";"Moreau2194_GBOOKS";"";" ſ lſſil gf ir1 lli ll 1 l1 1 l1 n i"
"Moreau2194_GBOOKSph20";"Moreau2194_GBOOKS";"";" l i s t ini vous demande tres-inſtamment de m’en faire par, &amp, de ontenter mon imparience par la voye du pre ſent porteur, c’eſt la plus commode que i’aye ſce trouuer, &amp, hier au ſoir ſongoant au deſſeini de vous conſulter en ceteoccurrence, ie vis paſſer vn demes vieux ſenuiteurs dont i’ay connu autresfois la fidelie, ie l’appellay, &amp, par mon commandement, cette nuict il m’a apporte du papier auec de l’ancre, dont ie me ſuis ſeruy a la faueur d’vn flambeau: il vous rendra le meſme office, &amp, ie mepromers de vous la ſatisfaetion que ie deſire dans laconioncture des affaires, qui nm’a laiſſe beaucoup d’eſtonnement"
"Moreau2194_GBOOKSph21";"Moreau2194_GBOOKS";"";" cette merueille de nous voir en bronze eſcrire &amp, raiſonner, ſurprendra fort le monde, mais qu’on ne s’eſtonne point pour ce prodige, car s’il pronoſtique du mal-heur, ce n’eſt qu’a la ruine &amp, a la confuſion des autheurs de la ſouf france publiquepour lavengeance de ros fideles pa riſiens, dont les oœurs ſont touſiours embrazez de ele pour leurroy, &amp, d’vn reſpect inuiolable"
"Moreau2194_GBOOKSph22";"Moreau2194_GBOOKS";"";" qu’heu reux puiſſent-ils viure a iamas apres auoir chaſſe leurs perſecuteurs, &amp, deſtruit tous leurs enanemismon an re eſt acheuee: adieu, c’eſt du ſ’ont neuf a deux heures vtrepere tte,"
"Moreau2194_GBOOKSph23";"Moreau2194_GBOOKS";"";" affetionne, ll s e heyp bov no"
"Moreau2194_GBOOKSph24";"Moreau2194_GBOOKS";"";" la reſanſe a preanier iour "
"Moreau2109_GBOOKSph0";"Moreau2109_GBOOKS";"Lettre du duc de Lorraine, envoyée à S. A. Royale madame la duchesse d 'Orléans, sur la diligence qu 'il fait pour le secours de la ville de Paris.";"null"
"Moreau2109_GBOOKSph1";"Moreau2109_GBOOKS";"";" lettre dv dvc de lorraine, envoyee a s"
"Moreau2109_GBOOKSph2";"Moreau2109_GBOOKS";"";" royale madame la dvchesse d’orleans, sur la marche de ſon armee pour le ſecours de la ville de paris"
"Moreau2109_GBOOKSph3";"Moreau2109_GBOOKS";"";" a paris, de l'imprimerie de la veuſve i"
"Moreau2109_GBOOKSph4";"Moreau2109_GBOOKS";"";" guillemot, rue des marmouzets, proche de l'egliſe de la magdeleine m"
"Moreau2109_GBOOKSph5";"Moreau2109_GBOOKS";"";" 3 lettredvdvc de lorraine, envoyee asa royale la dvchesse d’orleans"
"Moreau2109_GBOOKSph6";"Moreau2109_GBOOKS";"";" sur la marche de ſon armee poug le ſecours de la vile de paris"
"Moreau2109_GBOOKSph7";"Moreau2109_GBOOKS";"";" lapu ileſt bien difficile d’eluder les con tinuelles fourberies du cardinal a ij 4 mazarin, &amp, de ſes diuers partiſans, &amp, quelque precaution que l’on pren ne pour s’en garantir, leurs intrigues ſont ſi delicates, qu’il eſt preſque im poſſible de les apperceuoir qu’apres en auoir eſte tpompe: l’ay ſcceu que meſſieurs les princes &amp, toutes les compagnies souueraines de la bon ne ville de paris n’ont pu eſuiter les artifices de la cour, &amp, que l’on s’eſt ſeruy a cet effet de l’inclination que monſieur a touſiours eu pour la paix, de la deference que les bons fran cois doiuent auoir pour les volontez du roy, &amp, du ſpecieux pretexte d’vn accommodement pour les obliger a vne ſolemnelle deputation, afin de les tromper auec plus d’apparence, &amp, tacher par ce moyen de les mettre dans la meffiance les vns des autres, ou pour le moins donner quelquel ombrage au peuple de leur procede: ie vous aduoue aufſi, madame, que ie 5 ie n’ay pu me garantir des effects de certe fourberie, par les diuers aduis que l’on m’a donne, tant de la cour, que de pluſieurs autres endroits, de la verite &amp, de la certitude de cet ac commodement, &amp, quelque reſolu tion que i’euſſe priſe de n’adjouſter foy qu’aux ſeuls aduis qui me vien droient de voſre part: le bruit de cet accord a eſte ſi grand, que ie n’ay pu eſuiter d’en eſtre trompe auec tout le monde, ce qui me donnoit a la verit quelque deſplaiſir, pour n’a uoir pas teſmoigne par effect mes bonnes intentions a toute da france, &amp, de voir que cette guerre ſe fuſt terminee autrement que par vne paix generale, qui eſt l’auerſion du cardi nal mazarin"
"Moreau2109_GBOOKSph8";"Moreau2109_GBOOKS";"";" mais puis que vos let tres m’aſſeurent du contraire, ie vous promets, madame, que ſans aucun delay, ie vais faire aduancer mes troupes auec le meſme ordre &amp, la b meſme diſcipline qu’elles ont obſer uees iuſqu’a preſent, afin de ſoulager, nosamis autant qu’il nous ſera poſſij ble, &amp, tacher de renuoyer les four beries ſur les teſtes de leurs au theurs: i’eſpere, madame, d’eſtre lundy ou mardy prochain au plus tard aa paris, pour vous teſmoigner, &amp, a toute la france, que vos ennemis ſont les miens, &amp, que ie ſuis verita blement, madame, voſtre tres-hunble e tres-obeyſſan frere &amp, ſeruiteur,1 charles dvc e loa ducaspd’aaeayce"
"Moreau2135_MAZph0";"Moreau2135_MAZ";"Lettre du roy à messieurs les prévôt des marchands et échevins de sa bonne ville de Paris sur l'assurance du payement des rentes, de Saumeur (sic), le seizième de février 1652.";"null"
"Moreau2135_MAZph1";"Moreau2135_MAZ";"";" lettre dv roy eſcrite a meſsieurs les preuoſts des marchands &amp, eſcheuins de sa bonne ville de paris"
"Moreau2135_MAZph2";"Moreau2135_MAZ";"";" sur l'aſſeurance du payement des rentes"
"Moreau2135_MAZph3";"Moreau2135_MAZ";"";" de saumur, le ſeizieme de feurier 1652"
"Moreau2135_MAZph4";"Moreau2135_MAZ";"";" a paris, chez pierre rocolet imprimeur &amp, libraire ordinaire du roy, &amp, de la maiſon de ville, au palais aux armes, &amp, de la ville"
"Moreau2135_MAZph5";"Moreau2135_MAZ";"";" avec privilege du roy "
"Moreau2135_MAZph6";"Moreau2135_MAZ";"";" ne ville de paris, &amp, pour leuer tout le doute que eeet arreſt du huictleſnme ianuier luy en auoit pu laiſſer, en l’interpretant par celuy de noſtre con ſcil, que nous vous enuoyons, nous auons telle men aſſeare le fonds deees rentes, que nous l’a uons prefere a toutes aſſignations leuees &amp, a leuer, meſmes a la partie de l’eſpargne: et nous nous promettons qu’apres cette marque de noſtre ſince rite &amp, de noſtre bien-vueillance, vous aurez d’au tant plus de ſujet de nous continuet les effects de voſtre fidelite, que nous preferons l’intereſt de noſtre ville de paris &amp, des rentiers aux noſtres, &amp, aa nos affaires les plus importantes"
"Moreau2135_MAZph7";"Moreau2135_MAZ";"";" donne3 saumeur le ſeizieme fevrier mil ſix cens cinquan te-deux"
"Moreau2135_MAZph8";"Moreau2135_MAZ";"";" signe lovis: e gvenegv"
"Moreau2135_MAZph9";"Moreau2135_MAZ";"";" l et plus bas, e ſur la ſiſcripion, anostres-chers &amp, bien-amez les preuoſt des marchands &amp, eſcheuins de noſtre bonne ville de paris"
"Moreau2118_GBOOKSph0";"Moreau2118_GBOOKS";"Lettre du maréchal de Turenne écrite au comte de Palluau, contenant l'état particulier de l'armée de messieurs les princes et de celle du même maréchal.";"null"
"Moreau2118_GBOOKSph1";"Moreau2118_GBOOKS";"";" r d v7 l il l i dv maresch a l de tvrenne escritte av comte de pallvav"
"Moreau2118_GBOOKSph2";"Moreau2118_GBOOKS";"";" contenant l’eſtat particulier de larmee de meſsieurs les prin ces, &amp, cele du meſme mareſchal"
"Moreau2118_GBOOKSph3";"Moreau2118_GBOOKS";"";" oa eo, u a ei, pres le college d’arras ese r "
"Moreau2118_GBOOKSph4";"Moreau2118_GBOOKS";"";" 4 ua,&amp,, u ’pa ppte lettre dv mareschal de tvrennb escritte av comte v de pallvav"
"Moreau2118_GBOOKSph5";"Moreau2118_GBOOKS";"";" d a contenant l’eſtat particulier de ’armes de meſieurs les princes, &amp, celle du meſme mareſchal"
"Moreau2118_GBOOKSph6";"Moreau2118_GBOOKS";"";" e mareſchbal de turenne ayanteſtee ſur llpis par la marche de l’armee de meſ ueurs les princes, qu’il croyoit aller vers cor beil a deſſein de l’aſfleger come le bruit eſtoit &amp, d’en chaſſer la garnilon mazarine qui y eſ it, cogneut que leur intention eſtoit autre d’aller droi&amp,t a luy vers ville-neufue s"
"Moreau2118_GBOOKSph7";"Moreau2118_GBOOKS";"";" geor ges, ou ſon arme s’eftoit aduancee depuis quelques iours en reſolution d’aller ſecourir corbel en cas qu’il fuft afiege"
"Moreau2118_GBOOKSph8";"Moreau2118_GBOOKS";"";" cette ville de ville-neufye ſain georges yant eſte pillee par les gens du mareſchal de 4 turenne, &amp, tous les habitans ayant aban donne leurs aiſons il fit dependre toutes les portes &amp, prendre les aix des bouriques, &amp, le bois des feneſtres pourfaire yn pont ſur bat teaux au lieu d’ablon, affin d’y faire paſſer le ſecours qu’il meditoit enuoyer a corbeil"
"Moreau2118_GBOOKSph9";"Moreau2118_GBOOKS";"";" ais monſieur le prince pour luy oſter paſſage en uoya le comte de tauanne &amp, le marquis de la boulays auec du canon, qui minerent ce pont &amp, deffirent les soldats qui le gardoient"
"Moreau2118_GBOOKSph10";"Moreau2118_GBOOKS";"";" tout ce que peut faire le marefchal de tu renne futde ſe ſaiſir de l’eminence, qui eſt au deſſus de ville- neufve ſaint georges pres montgeron, &amp, qui regarde la foreſt de senar ou il fit trauailler en diligence auxretranche ments"
"Moreau2118_GBOOKSph11";"Moreau2118_GBOOKS";"";" cependant il a enuoye vn trompette au comte de palluau a corbeil auec vae lettre dont la teneur s’enſuit"
"Moreau2118_GBOOKSph12";"Moreau2118_GBOOKS";"";" de turenne au coate de pllaau"
"Moreau2118_GBOOKSph13";"Moreau2118_GBOOKS";"";" onsievr, ayant appris que vos trouppes eſtoient arriuees acorbeil, auquel lieu au ſortir deber ry vous vo’eſtes rendu cognoiſſant l’affecion que ee el a 58 rl n e e que rous auez ouſiours teſmoignee pour le ſeruice du roy"
"Moreau2118_GBOOKSph14";"Moreau2118_GBOOKS";"";" la preſente, qui vous ſera de liure par ce trompette, eſt pour vous doner aduis que l’artiuee inopine de l’armee des ptinces m’ayantſurpris, lors que ie la croyois prendreſa marche vers corbeil pour y met le lesiege, &amp, fus eſtonne que le l’endemain des les ciaq heures du matin, elle eſtoit a la eue desportes de ville-neufve ſaint geor ges: tout ce que ie peus faire en telle nece ſue prefſante, fut de me ſaiſir de l’eminence quieſt deſus la ville, ou ie fis eonduire l’ar illerie &amp, le bagage, &amp, en ſuitce l’arme du oy queie his eſtendre iuſques a ontgeron, valenton &amp, autres lieux plus proches, &amp, au meſnme-temps, ordonne de faire trauailler ptomptement aux retranchemens pour oſter l moyen aux gens deas prinees de nous venir aſallir: ce trauail fut fait auec tant de ſoing &amp, de diligence qu’en moins de deux iours l’armeeſe trouua logee &amp, aſſeuree de l’ad antage de cette hauteur &amp, des heux y com pris"
"Moreau2118_GBOOKSph15";"Moreau2118_GBOOKS";"";" cependant cette armee des princes com poſe d’elpagnols, de lorrains, d’alemans, &amp, de fhranccois que i’ay fait recognoiſtre, &amp, ppris eſtre de douze mille cheuaux, &amp, d’au 6 tant de gens de pied outre les volontaires &amp, le ene canons, commandee par le due charles de louraine, le pprinee de conde,le cheulier de guyſe, le due de beaufort, le ue de vitemberg &amp, le comte de fuenſal daigme &amp, auee eur les dpues de laoehe ſfou ouſt &amp, de rohan, le prince de tarente, le pince de marſillae, le comte de tauanne"
"Moreau2118_GBOOKSph16";"Moreau2118_GBOOKS";"";" le marquis de labaullaye, le baronde clncha autrescef: tous aſſemblen le iour qu’ils -ent uonſtre vers groſbois, en preſence de e 2 a , son aleſe royalle, laquelle arme a pis ies qurlnsndumi iaua l deſleide pue enfemer &amp, empeſehes la ſortie de noſtre ca ualerie, &amp, ordonne au due de vviembere le eoſte de montgeron &amp, la foreſt de senar, auec trois mille cheuaux &amp, deux mille hom le e ee enermds ana dnue eoin dle e vile neufe ſain georges ſix mille cheuaux &amp, quanre mile pietons, commandes pa le cueualier de guyſe, le prince de tarente, les ccomte de tauanne, de fuenſaldaigne &amp, le onine a le eni e e lenieneunre aue quatre mille cheuaux &amp, trois mille homnmes nſanrerie lorrains &amp, allemands conduits part le comte de legnevile, le ſome de ne autres ce eur n: 3 ueſurtrols hauteurs eohre notre minence paur tirer ſur nous lors que nous ferions des lorties: de ſorte qu’ils nous tiennent com ne enfernez de tous coſtez, dans vne eſ pace de demie lieue, ou l’armee du roy eſt gee, qui eſt de cinq mille cheuau, trois nille fantaſins, douze canons, outre le ba ege, qui font ehuiron douze mille hommes, qui ent preſque conſommee tous les viures &amp, ſourrage que nous auions, &amp, nous trouuant aaintenant reduits a la diſette &amp, difficulte dauoir nos munitions neceſſaires ,ſans pou loir ſorir qu’auec peril d’eſtre pris ou tuez"
